property_address,property_ward,violation_fire_code,number_of_violations
195 Wynford Dr,16,6.4.3.7,15
195 Wynford Dr,16,6.5.1.5 (1),15
2468 Eglinton Ave W,5,2.2.3.2,10
2468 Eglinton Ave W,5,2.4.1.1,10
2468 Eglinton Ave W,5,6.2.1.2,10
2468 Eglinton Ave W,5,6.4.3.7,10
152 St Patrick St,10,6.3.1.4,11
1500 Keele St,5,2.2.3.2,7
1500 Keele St,5,2.8.2.1,7
1500 Keele St,5,9.6.3.6,7
2480 Eglinton Ave W,5,1.1.2.1./2.7.3.3.(3),15
2480 Eglinton Ave W,5,1.1.2.1./6.2.7.5.,15
2480 Eglinton Ave W,5,1.1.2.1./6.3.2.2.,15
2480 Eglinton Ave W,5,1.1.2.1./6.3.3.8.,15
2480 Eglinton Ave W,5,1.1.2.1./6.4.3.2.,15
2480 Eglinton Ave W,5,1.1.2.1./6.5.5.3.,15
2480 Eglinton Ave W,5,1.1.2.1./6.6.3.5.,15
2480 Eglinton Ave W,5,1.1.2.1./6.7.1.1.,15
2480 Eglinton Ave W,5,1.1.2.2,15
2480 Eglinton Ave W,5,6.4.3.7,15
15 Martha Eaton Way,5,2.2.3.2,30
15 Martha Eaton Way,5,6.3.1.4,30
15 Martha Eaton Way,5,6.4.1.3,30
15 Martha Eaton Way,5,6.4.3.7,30
15 Martha Eaton Way,5,6.5.1.5 (2),30
15 Martha Eaton Way,5,6.5.3.4,30
15 Martha Eaton Way,5,7.2.1.1,30
15 Martha Eaton Way,5,9.6.5.6,30
15 Martha Eaton Way,5,CH 470 - S.7,30
55 Outlook Ave,5,1.1.2.1./6.7.1.1.,18
55 Outlook Ave,5,6.3.1.4,18
55 Outlook Ave,5,6.4.3.7,18
1775 Weston Rd,5,1.1.2.1./2.7.3.3.(3),27
1775 Weston Rd,5,1.1.2.1./6.2.7.5.,27
1775 Weston Rd,5,1.1.2.1./6.3.2.2.,27
1775 Weston Rd,5,1.1.2.1./6.5.5.3.,27
1775 Weston Rd,5,1.1.2.1./6.6.3.5.,27
1775 Weston Rd,5,6.5.1.5 (1),27
1901 Weston Rd,5,2.2.2.1,9
1901 Weston Rd,5,2.2.3.2,9
1901 Weston Rd,5,2.7.1.8,9
1901 Weston Rd,5,2.7.3.1,9
1901 Weston Rd,5,9.6.3.6,9
155 Legion Rd N,3,1.1.2.1,7
155 Legion Rd N,3,1.1.2.1./6.7.1.1.,7
155 Legion Rd N,3,2.2.3.2,7
165 Legion Rd N,3,1.1.2.1,9
165 Legion Rd N,3,1.1.2.1./6.7.1.1.,9
165 Legion Rd N,3,2.2.3.2,9
165 Legion Rd N,3,2.4.1.1,9
165 Legion Rd N,3,6.3.1.2,9
1300 York Mills Rd,16,1.1.2.1,17
1300 York Mills Rd,16,1.1.2.1./6.3.2.2.,17
1300 York Mills Rd,16,1.1.2.1./6.4.3.7.(1),17
1300 York Mills Rd,16,2.2.2.1,17
1300 York Mills Rd,16,2.2.3.2,17
1300 York Mills Rd,16,2.4.6.1,17
1300 York Mills Rd,16,6.3.1.2,17
36 Charlotte St,10,2.4.1.1,12
36 Charlotte St,10,6.5.1.5 (1),12
42 Camden St,10,1.1.2.1./6.2.7.5.,18
42 Camden St,10,1.1.2.1./6.3.2.2.,18
42 Camden St,10,1.1.2.1./6.5.5.3.,18
42 Camden St,10,2.2.3.1,18
42 Camden St,10,2.2.3.2,18
42 Camden St,10,2.4.1.1,18
42 Camden St,10,6.3.1.2,18
42 Camden St,10,6.4.2.1,18
42 Camden St,10,6.5.1.5 (1),18
25 Stafford St,10,1.1.2.1./6.7.1.1.,8
25 Stafford St,10,1.1.2.1./7.3.1.2.,8
25 Stafford St,10,2.2.3.2,8
25 Stafford St,10,2.2.3.3,8
25 Stafford St,10,2.4.1.1,8
25 Stafford St,10,2.8.2.1,8
38 Orchard View Blvd,8,1.1.2.3,13
38 Orchard View Blvd,8,2.2.3.2,13
38 Orchard View Blvd,8,2.4.1.1,13
425 Avenue Rd,12,1.1.2.1./6.3.2.2.,9
425 Avenue Rd,12,1.1.2.1./6.3.3.8.,9
425 Avenue Rd,12,1.1.2.1./6.4.3.2.,9
425 Avenue Rd,12,1.1.2.1./6.6.3.5.,9
425 Avenue Rd,12,2.2.3.2,9
425 Avenue Rd,12,6.5.1.5 (1),9
425 Avenue Rd,12,6.5.1.8,9
425 Avenue Rd,12,7.2.5.1,9
21 Lascelles Blvd,12,2.2.2.1,6
21 Lascelles Blvd,12,2.2.3.2,6
21 Lascelles Blvd,12,9.6.3.6,6
23 Lascelles Blvd,12,2.16.2.1,14
23 Lascelles Blvd,12,2.2.3.2,14
19 Lascelles Blvd,12,2.2.2.1,4
19 Lascelles Blvd,12,2.2.3.2,4
19 Lascelles Blvd,12,6.5.1.5 (2),4
25 Lascelles Blvd,12,2.16.2.1,10
25 Lascelles Blvd,12,2.2.2.1,10
25 Lascelles Blvd,12,2.2.3.1,10
25 Lascelles Blvd,12,2.2.3.2,10
25 Lascelles Blvd,12,2.7.3.1,10
185 Roehampton Ave,12,2.5.1.2,5
185 Roehampton Ave,12,2.5.1.2,5
185 Roehampton Ave,12,2.8.2.1,5
185 Roehampton Ave,12,2.8.2.1,5
160 Jarvis St,13,2.8.3.2,4
57 Parkwoods Village Dr,16,1.1.1.2,6
57 Parkwoods Village Dr,16,2.2.2.1,6
57 Parkwoods Village Dr,16,2.2.3.2,6
135 Marlee Ave,8,9.6.4.10,13
70 Spadina Rd,11,1.1.1.2,21
70 Spadina Rd,11,6.2.7.6,21
251 Sherbourne St,13,6.3.1.4,11
550 Ontario St,13,1.1.1.2,25
550 Ontario St,13,1.1.2.1,25
550 Ontario St,13,1.1.2.1,25
550 Ontario St,13,1.1.2.1./2.7.3.3.(3),25
550 Ontario St,13,1.1.2.1./6.2.7.5.,25
550 Ontario St,13,1.1.2.1./6.3.2.2.,25
550 Ontario St,13,1.1.2.1./6.6.3.5.,25
550 Ontario St,13,1.1.2.1./6.7.1.1.,25
550 Ontario St,13,1.1.2.1./7.2.2.1.,25
550 Ontario St,13,2.16.2.1,25
550 Ontario St,13,2.2.2.1,25
550 Ontario St,13,2.2.3.2,25
550 Ontario St,13,2.4.1.1,25
550 Ontario St,13,2.4.1.1,25
550 Ontario St,13,2.8.2.1,25
550 Ontario St,13,2.8.3.2,25
550 Ontario St,13,6.2.7.2,25
550 Ontario St,13,6.3.3.3,25
550 Ontario St,13,9.6.2.15,25
550 Ontario St,13,9.6.2.6,25
666 Ontario St,13,2.4.1.1,14
666 Ontario St,13,2.7.2.2,14
666 Ontario St,13,2.8.2.5 (1),14
666 Ontario St,13,2.8.3.2,14
666 Ontario St,13,6.5.6.5,14
666 Ontario St,13,6.5.6.5,14
666 Ontario St,13,9.6.2.5,14
666 Ontario St,13,9.6.2.6,14
60 Colborne St,13,1.1.1.2,27
60 Colborne St,13,1.1.2.1./2.7.3.3.(3),27
60 Colborne St,13,1.1.2.1./6.2.7.5.,27
60 Colborne St,13,1.1.2.1./6.3.2.2.,27
60 Colborne St,13,1.1.2.1./6.6.3.5.,27
60 Colborne St,13,1.1.2.1./6.7.1.1.,27
60 Colborne St,13,1.1.2.1./7.3.1.2.,27
60 Colborne St,13,2.2.3.2,27
60 Colborne St,13,2.4.1.1,27
60 Colborne St,13,2.5.1.2,27
60 Colborne St,13,2.7.2.2,27
60 Colborne St,13,2.8.3.4,27
60 Colborne St,13,6.3.1.4,27
60 Colborne St,13,6.5.1.5,27
7 Carlton St,13,1.1.2.1./2.7.3.3.(3),26
7 Carlton St,13,1.1.2.1./6.2.7.5.,26
7 Carlton St,13,1.1.2.1./6.3.2.2.,26
7 Carlton St,13,1.1.2.1./6.3.2.6.,26
7 Carlton St,13,1.1.2.1./6.4.3.2.,26
7 Carlton St,13,1.1.2.1./6.5.5.3.,26
7 Carlton St,13,1.1.2.1./6.6.3.5.,26
7 Carlton St,13,1.1.2.1./6.7.1.1.,26
7 Carlton St,13,2.2.3.2,26
7 Carlton St,13,2.4.1.1,26
7 Carlton St,13,2.8.2.1,26
7 Carlton St,13,2.8.2.5 (1),26
7 Carlton St,13,2.8.3.4,26
7 Carlton St,13,6.4.1.2,26
60 Tannery Rd,13,1.1.1.2,23
60 Tannery Rd,13,1.1.2.1./6.3.2.2.,23
60 Tannery Rd,13,1.1.2.1./6.7.1.1.,23
60 Tannery Rd,13,1.1.2.1./7.3.1.2.,23
60 Tannery Rd,13,2.2.2.1,23
60 Tannery Rd,13,2.2.3.2,23
60 Tannery Rd,13,2.4.1.1,23
60 Tannery Rd,13,2.5.1.2,23
60 Tannery Rd,13,2.8.3.4,23
60 Tannery Rd,13,6.5.1.5,23
110 Charles St E,11,2.2.2.1,19
110 Charles St E,11,2.2.3.2,19
110 Charles St E,11,2.4.1.1,19
110 Charles St E,11,2.7.3.2 (1),19
110 Charles St E,11,6.2.1.2,19
1 Leaside Park Dr,15,1.1.1.2,13
1 Leaside Park Dr,15,2.2.2.1,13
1 Leaside Park Dr,15,2.2.3.2,13
1 Leaside Park Dr,15,2.4.1.1,13
1 Leaside Park Dr,15,2.8.2.1,13
1 Leaside Park Dr,15,6.5.1.5 (1),13
1 Leaside Park Dr,15,9.6.3.6,13
1 Leaside Park Dr,15,CH 470 - S.6,13
85 Thorncliffe Park Dr,15,2.2.1.1,20
85 Thorncliffe Park Dr,15,2.2.2.1,20
85 Thorncliffe Park Dr,15,2.2.3.2,20
85 Thorncliffe Park Dr,15,2.2.3.3,20
85 Thorncliffe Park Dr,15,2.2.3.4,20
85 Thorncliffe Park Dr,15,2.4.1.1,20
85 Thorncliffe Park Dr,15,2.7.2.1,20
85 Thorncliffe Park Dr,15,2.8.2.1,20
85 Thorncliffe Park Dr,15,6.2.7.1,20
85 Thorncliffe Park Dr,15,6.4.2.1,20
85 Thorncliffe Park Dr,15,6.5.3.1,20
85 Thorncliffe Park Dr,15,9.6.3.6,20
85 Thorncliffe Park Dr,15,CH 470 - S.6,20
95 Thorncliffe Park Dr,15,2.2.2.1,21
95 Thorncliffe Park Dr,15,2.2.3.2,21
95 Thorncliffe Park Dr,15,2.2.3.4,21
95 Thorncliffe Park Dr,15,2.4.1.1,21
95 Thorncliffe Park Dr,15,2.4.6.1,21
95 Thorncliffe Park Dr,15,2.7.2.2,21
95 Thorncliffe Park Dr,15,2.7.3.1,21
95 Thorncliffe Park Dr,15,2.8.2.1,21
95 Thorncliffe Park Dr,15,6.2.7.1,21
95 Thorncliffe Park Dr,15,6.4.2.1,21
95 Thorncliffe Park Dr,15,6.5.1.5,21
95 Thorncliffe Park Dr,15,6.5.3.1,21
95 Thorncliffe Park Dr,15,CH 470 - S.6,21
88 Erskine Ave,15,1.1.1.2,11
88 Erskine Ave,15,2.2.2.1,11
88 Erskine Ave,15,2.2.3.2,11
88 Erskine Ave,15,2.4.1.1,11
88 Erskine Ave,15,2.7.3.2,11
88 Erskine Ave,15,CH 470 - S.6,11
88 Erskine Ave,15,CH 470 - S.7,11
1818 Bayview Ave,15,2.2.2.1,11
1818 Bayview Ave,15,2.2.3.2,11
1818 Bayview Ave,15,2.4.1.1,11
1818 Bayview Ave,15,2.7.1.7,11
1818 Bayview Ave,15,6.2.7.1,11
1818 Bayview Ave,15,6.2.7.2,11
1818 Bayview Ave,15,6.5.1.5,11
1463 Eglinton Ave W,12,2.7.3.2 (1),25
1463 Eglinton Ave W,12,2.7.3.2 (1),25
90 Broadview Ave,14,1.1.2.3,14
90 Broadview Ave,14,2.2.3.1,14
90 Broadview Ave,14,2.4.1.1,14
90 Broadview Ave,14,6.4.1.3. (1),14
1201 Dundas St E,14,1.1.2.1./2.7.3.3.(3),15
1201 Dundas St E,14,1.1.2.1./6.2.7.5.,15
1201 Dundas St E,14,1.1.2.1./6.3.2.2.,15
1201 Dundas St E,14,1.1.2.1./6.5.5.3.,15
1201 Dundas St E,14,2.2.3.1,15
1201 Dundas St E,14,2.2.3.2,15
1201 Dundas St E,14,2.2.3.3,15
1201 Dundas St E,14,CH 470 - S.7,15
10 Boultbee Ave,14,2.2.3.2,15
10 Boultbee Ave,14,2.4.1.1,15
10 Hogarth Ave,14,1.1.2.3,3
10 Hogarth Ave,14,2.2.3.2,3
10 Hogarth Ave,14,6.5.4.5,3
67 Parkwoods Village Dr,16,1.1.2.1./6.4.3.7.(1),6
67 Parkwoods Village Dr,16,1.1.2.1./7.2.2.1.,6
67 Parkwoods Village Dr,16,2.2.2.1,6
67 Parkwoods Village Dr,16,2.2.3.2,6
67 Parkwoods Village Dr,16,6.5.3.4,6
7 Lorraine Dr,18,1.1.1.2,15
285 Shuter St,13,6.3.1.4,5
30 Fontenay Crt,2,1.1.2.1./2.7.3.3.(3),17
30 Fontenay Crt,2,1.1.2.1./6.2.7.5.,17
30 Fontenay Crt,2,1.1.2.1./6.3.2.2.,17
30 Fontenay Crt,2,1.1.2.1./6.3.3.8.,17
30 Fontenay Crt,2,1.1.2.1./6.4.3.2.,17
30 Fontenay Crt,2,1.1.2.1./6.4.3.3.,17
30 Fontenay Crt,2,1.1.2.1./6.5.5.2.,17
30 Fontenay Crt,2,1.1.2.1./6.6.3.5.,17
30 Fontenay Crt,2,6.5.6.5 (5),17
541 Blackthorn Ave,5,1.1.2.1./6.3.2.2.,17
541 Blackthorn Ave,5,1.1.2.1./6.3.2.4.,17
541 Blackthorn Ave,5,6.3.1.4,17
541 Blackthorn Ave,5,6.5.1.5,17
11 Wincott Dr,2,2.2.2.1,15
11 Wincott Dr,2,2.2.3.2,15
11 Wincott Dr,2,2.7.3.2,15
11 Wincott Dr,2,6.2.1.2,15
11 Wincott Dr,2,6.4.2.6,15
11 Wincott Dr,2,CH 470 - S.7,15
2240 Weston Rd,5,1.1.2.3./6.3.2.4,2
2240 Weston Rd,5,1.1.2.3./6.3.3.8,2
340 The East Mall,2,1.1.1.2,11
340 The East Mall,2,2.2.2.1,11
340 The East Mall,2,2.2.3.1,11
340 The East Mall,2,2.4.6.1,11
340 The East Mall,2,6.3.1.2,11
350 The East Mall,2,1.1.1.2,10
350 The East Mall,2,2.2.2.1,10
350 The East Mall,2,6.3.1.2,10
350 The East Mall,2,9.6.5.6,10
7 Capri Rd,2,2.2.3.2,10
7 Capri Rd,2,2.7.3.2 (1),10
7 Capri Rd,2,6.3.1.4,10
7 Capri Rd,2,6.3.3.3,10
5 Capri Rd,2,2.2.3.2,8
5 Capri Rd,2,2.7.1.7,8
5 Capri Rd,2,2.7.3.1,8
5 Capri Rd,2,2.8.2.5,8
5 Capri Rd,2,6.2.1.2,8
40 Richview Rd,2,2.2.2.1,11
40 Richview Rd,2,2.2.3.2,11
40 Richview Rd,2,2.8.2.5,11
10 Grenoble Dr,16,1.1.2.1./2.7.3.3.(3),38
10 Grenoble Dr,16,1.1.2.1./6.7.1.1.,38
10 Grenoble Dr,16,2.2.3.2,38
10 Grenoble Dr,16,2.4.1.1,38
10 Grenoble Dr,16,2.4.1.1,38
10 Grenoble Dr,16,2.7.3.2,38
10 Grenoble Dr,16,2.8.2.1,38
10 Grenoble Dr,16,2.8.2.5 (3),38
10 Grenoble Dr,16,2.8.3.4,38
10 Grenoble Dr,16,6.4.2.6. (1),38
10 Grenoble Dr,16,9.6.2.15,38
10 Grenoble Dr,16,9.6.3.6,38
5 Shady Golfway,16,1.1.2.1./2.7.3.3.(3),13
5 Shady Golfway,16,1.1.2.1./6.3.2.2.,13
5 Shady Golfway,16,1.1.2.1./6.7.1.1.,13
5 Shady Golfway,16,1.1.2.1./7.2.2.1.,13
5 Shady Golfway,16,2.2.2.1,13
5 Shady Golfway,16,2.2.3.2,13
5 Shady Golfway,16,2.4.1.1,13
5 Shady Golfway,16,2.8.2.1,13
18 Valley Woods Rd,16,1.1.2.1,13
18 Valley Woods Rd,16,2.2.2.1,13
18 Valley Woods Rd,16,2.2.3.2,13
18 Valley Woods Rd,16,2.4.1.1,13
18 Valley Woods Rd,16,6.3.1.2,13
18 Valley Woods Rd,16,6.5.1.5 (1),13
18 Valley Woods Rd,16,6.5.3.4,13
18 Valley Woods Rd,16,9.6.2.15,13
1730 Eglinton Ave E,16,1.1.2.1,11
1730 Eglinton Ave E,16,2.2.3.2,11
1730 Eglinton Ave E,16,2.8.2.1,11
1730 Eglinton Ave E,16,6.3.1.2,11
50 Ann O'Reilly Rd,17,1.1.2.1./6.3.2.2.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.3.2.4.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.3.3.8.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.4.3.2.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.5.5.3.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.5.5.4.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.5.5.5.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.5.5.7.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.6.3.5.,37
50 Ann O'Reilly Rd,17,1.1.2.1./6.7.1.1.,37
50 Ann O'Reilly Rd,17,1.1.2.1./7.2.2.1.,37
50 Ann O'Reilly Rd,17,1.1.2.1./7.3.1.2.,37
50 Ann O'Reilly Rd,17,1.1.2.3./2.7.3.3.(3),37
50 Ann O'Reilly Rd,17,1.1.2.3./6.2.7.5.,37
50 Ann O'Reilly Rd,17,2.2.2.1,37
50 Ann O'Reilly Rd,17,2.2.3.2,37
50 Ann O'Reilly Rd,17,6.3.1.2,37
50 Ann O'Reilly Rd,17,9.6.2.11,37
50 Ann O'Reilly Rd,17,9.6.3.6,37
10 Parkway Forest Dr,17,6.3.1.4,14
100 Gowan Ave,14,2.4.1.1,1
600 Rogers Rd,5,1.1.2.1./6.3.2.4.,16
717 Broadview Ave,14,1.1.2.1./2.7.3.3.(3),8
717 Broadview Ave,14,1.1.2.1./6.3.2.2.,8
717 Broadview Ave,14,1.1.2.1./6.5.5.3.,8
717 Broadview Ave,14,2.2.3.1,8
717 Broadview Ave,14,2.4.1.1,8
100 Gamble Ave,14,2.2.3.2,2
1111 Steeles Ave W,6,1.1.1.2,14
1111 Steeles Ave W,6,1.1.2.3,14
1111 Steeles Ave W,6,2.2.2.1,14
1111 Steeles Ave W,6,2.2.3.2,14
1111 Steeles Ave W,6,2.2.3.3,14
1111 Steeles Ave W,6,2.4.1.1,14
1111 Steeles Ave W,6,2.4.1.1,14
45 Willcocks St,11,6.3.1.4,7
181 Davenport Rd,11,2.16.2.1,2
181 Davenport Rd,11,2.4.1.1,2
169 St George St,11,2.4.1.1,8
169 St George St,11,9.6.2.15,8
169 St George St,11,CH 470 - S.6,8
1 Bedford Rd,11,1.1.2.1./7.3.1.2.,5
7 Lorraine Dr,18,1.1.1.2,15
7 Lorraine Dr,18,1.1.2.1./6.2.7.5.,15
7 Lorraine Dr,18,1.1.2.1./6.3.2.2.,15
7 Lorraine Dr,18,1.1.2.1./6.4.3.7.(1),15
7 Lorraine Dr,18,1.1.2.1./6.7.1.1.,15
7 Lorraine Dr,18,1.1.2.1./7.3.1.2.,15
7 Lorraine Dr,18,1.1.2.3,15
7 Lorraine Dr,18,2.2.3.2,15
7 Lorraine Dr,18,2.4.1.1,15
7 Lorraine Dr,18,6.5.1.5,15
50 Trudelle St,21,1.1.2.1./2.7.3.3.(3),13
50 Trudelle St,21,1.1.2.1./6.3.2.2.,13
50 Trudelle St,21,2.2.2.1,13
50 Trudelle St,21,2.2.3.2,13
50 Trudelle St,21,2.7.3.1,13
50 Trudelle St,21,CH 470 - S.6,13
251 Jarvis St,13,7.2.5.1,8
45 Dunfield Ave,12,2.7.1.7,18
7 Roanoke Rd,16,2.2.2.1,7
7 Roanoke Rd,16,2.2.3.3,7
7 Roanoke Rd,16,2.4.1.1,7
55 Wynford Heights Cres,16,1.1.1.2,12
55 Wynford Heights Cres,16,2.2.3.2,12
55 Wynford Heights Cres,16,2.7.3.2,12
55 Wynford Heights Cres,16,2.8.2.1,12
55 Wynford Heights Cres,16,6.5.1.5,12
55 Wynford Heights Cres,16,9.6.2.7,12
55 Wynford Heights Cres,16,9.6.4.2,12
1770 Eglinton Ave E,16,1.1.1.2,9
1770 Eglinton Ave E,16,2.2.3.2,9
1770 Eglinton Ave E,16,2.7.3.1,9
45 Wynford Heights Cres,16,1.1.2.1,10
45 Wynford Heights Cres,16,1.1.2.3./6.4.3.7.(1),10
45 Wynford Heights Cres,16,2.2.3.2,10
45 Wynford Heights Cres,16,6.3.2.2,10
45 Wynford Heights Cres,16,6.4.2.6,10
111 Combermere Dr,16,2.5.1.2. (1),4
111 Combermere Dr,16,2.7.3.3,4
111 Combermere Dr,16,2.8.3.2,4
111 Combermere Dr,16,6.2.1.3 (1),4
110 Parkway Forest Dr,17,1.1.2.1./2.7.3.3.(3),24
110 Parkway Forest Dr,17,1.1.2.1./6.2.7.5.,24
110 Parkway Forest Dr,17,1.1.2.1./6.3.2.2.,24
110 Parkway Forest Dr,17,1.1.2.1./6.4.3.3.,24
110 Parkway Forest Dr,17,1.1.2.1./6.5.5.3.,24
110 Parkway Forest Dr,17,1.1.2.1./6.6.3.5.,24
110 Parkway Forest Dr,17,1.1.2.1./6.7.1.1.,24
110 Parkway Forest Dr,17,2.2.2.1,24
110 Parkway Forest Dr,17,2.2.3.1,24
110 Parkway Forest Dr,17,2.2.3.2,24
110 Parkway Forest Dr,17,9.6.4.2,24
5791 Yonge St,18,6.4.3.7,11
5791 Yonge St,18,6.5.4.4. (1),11
185 Shaughnessy Blvd,17,1.1.2.1./2.7.3.3.(3),7
185 Shaughnessy Blvd,17,1.1.2.1./6.4.3.7.(1),7
128 Fairview Mall Dr,17,1.1.2.1./6.3.2.2.,6
128 Fairview Mall Dr,17,1.1.2.1./6.4.3.7.(1),6
128 Fairview Mall Dr,17,1.1.2.1./6.5.5.2.,6
128 Fairview Mall Dr,17,1.1.2.1./6.7.1.1.,6
128 Fairview Mall Dr,17,1.1.2.1./7.3.1.2.,6
128 Fairview Mall Dr,17,6.3.1.2,6
175 Shaughnessy Blvd,17,2.2.2.1,9
175 Shaughnessy Blvd,17,2.4.1.1,9
175 Shaughnessy Blvd,17,9.6.4.6,9
201 Van Horne Ave,17,1.1.1.2,8
201 Van Horne Ave,17,2.2.2.1,8
201 Van Horne Ave,17,2.4.1.1,8
18 Kenaston Gdns,17,1.1.2.1./2.7.3.3.(3),36
18 Kenaston Gdns,17,1.1.2.1./6.2.7.5.,36
18 Kenaston Gdns,17,1.1.2.1./6.3.2.2.,36
18 Kenaston Gdns,17,1.1.2.1./6.4.3.2.,36
18 Kenaston Gdns,17,1.1.2.1./6.4.3.7.(1),36
18 Kenaston Gdns,17,1.1.2.1./6.5.5.2.,36
18 Kenaston Gdns,17,1.1.2.1./6.6.3.5.,36
18 Kenaston Gdns,17,1.1.2.1./7.3.1.2.,36
18 Kenaston Gdns,17,2.2.2.1,36
18 Kenaston Gdns,17,2.2.3.2,36
18 Kenaston Gdns,17,2.4.1.1,36
18 Kenaston Gdns,17,6.5.1.5 (1),36
17 Kenaston Gdns,17,1.1.2.1./6.6.3.5.,20
17 Kenaston Gdns,17,1.1.2.1./6.7.1.1.,20
17 Kenaston Gdns,17,2.2.2.1,20
17 Kenaston Gdns,17,2.2.3.2,20
17 Kenaston Gdns,17,2.4.1.1,20
17 Kenaston Gdns,17,6.2.4.3,20
17 Kenaston Gdns,17,6.5.1.5,20
18 Rean Dr,17,1.1.2.1./2.7.3.3.(3),21
18 Rean Dr,17,1.1.2.1./6.3.2.2.,21
18 Rean Dr,17,1.1.2.1./6.4.3.3.,21
18 Rean Dr,17,1.1.2.1./6.6.3.5.,21
18 Rean Dr,17,1.1.2.1./7.3.1.2.,21
121 McMahon Dr,17,1.1.2.1./6.4.3.7.(1),8
121 McMahon Dr,17,1.1.2.1./7.3.1.2.,8
121 McMahon Dr,17,2.2.2.1,8
1050 Broadview Ave,14,6.3.1.1,6
12 Deerford Rd,17,1.1.2.1./2.7.3.3.(3),21
12 Deerford Rd,17,1.1.2.1./6.4.3.8.,21
12 Deerford Rd,17,1.1.2.1./6.5.5.2.,21
12 Deerford Rd,17,1.1.2.1./6.6.3.5.,21
12 Deerford Rd,17,1.1.2.1./6.7.1.1.,21
12 Deerford Rd,17,2.2.3.1,21
12 Deerford Rd,17,2.2.3.2,21
12 Deerford Rd,17,2.4.1.1,21
12 Deerford Rd,17,6.4.2.6. (2),21
12 Deerford Rd,17,7.2.2.1,21
10 Parkway Forest Dr,17,1.1.2.3./7.3.1.2.,14
10 Parkway Forest Dr,17,2.2.2.1,14
10 Parkway Forest Dr,17,2.2.3.1,14
10 Parkway Forest Dr,17,2.2.3.2,14
10 Parkway Forest Dr,17,2.4.1.1,14
10 Parkway Forest Dr,17,2.7.3.3,14
10 Parkway Forest Dr,17,6.4.2.4,14
10 Old York Mills Rd,15,2.2.2.1,7
10 Old York Mills Rd,15,2.2.3.2,7
10 Old York Mills Rd,15,2.2.3.3,7
10 Old York Mills Rd,15,2.7.3.1,7
10 Old York Mills Rd,15,2.8.2.5,7
75 Portland St,10,1.1.2.1./2.7.3.3.(3),20
75 Portland St,10,1.1.2.1./6.2.7.5.,20
75 Portland St,10,1.1.2.1./6.3.2.2.,20
75 Portland St,10,1.1.2.1./6.4.3.2.,20
75 Portland St,10,1.1.2.1./6.5.5.3.,20
75 Portland St,10,1.1.2.1./6.6.3.5.,20
75 Portland St,10,1.1.2.1./6.7.1.1.,20
75 Portland St,10,1.1.2.1./7.3.1.2.,20
75 Portland St,10,2.2.2.1,20
75 Portland St,10,2.2.3.2,20
75 Portland St,10,2.4.1.1,20
2285 Lake Shore Blvd W,3,1.1.2.1,15
2285 Lake Shore Blvd W,3,2.2.2.1,15
2285 Lake Shore Blvd W,3,2.2.3.1,15
2285 Lake Shore Blvd W,3,2.2.3.2,15
2285 Lake Shore Blvd W,3,2.2.3.3,15
2285 Lake Shore Blvd W,3,2.4.1.1,15
2285 Lake Shore Blvd W,3,2.7.3.2,15
2285 Lake Shore Blvd W,3,2.8.2.5 (1),15
2285 Lake Shore Blvd W,3,6.4.2.1,15
88 Scott St,13,6.3.1.4,12
88 Scott St,13,6.4.1.3,12
88 Scott St,13,6.6.3.3,12
88 Scott St,13,CH 470 - S.7,12
77 Keewatin Ave,15,2.2.3.2,7
77 Keewatin Ave,15,2.4.1.1,7
77 Keewatin Ave,15,2.7.1.7,7
77 Keewatin Ave,15,6.3.4.3,7
18 Wanless Ave,15,2.2.3.2,9
18 Wanless Ave,15,2.7.3.2 (1),9
18 Wanless Ave,15,6.5.1.5 (1),9
5000 Jane St,7,2.2.3.2,12
5000 Jane St,7,2.4.1.1,12
115 McMahon Dr,17,2.2.3.2,17
115 McMahon Dr,17,2.4.1.1,17
115 McMahon Dr,17,7.2.5.1,17
5180 Yonge St,18,1.1.1.2,18
5180 Yonge St,18,1.1.1.2,18
5180 Yonge St,18,2.2.2.1,18
5180 Yonge St,18,6.3.3.7,18
50 Graydon Hall Dr,16,6.3.1.4,18
2 Vena Way,7,2.2.3.2,3
6 Vena Way,7,2.2.3.2,3
3621 Lake Shore Blvd W,3,CH 470 - S.6,7
3621 Lake Shore Blvd W,3,CH 470 - S.7,7
140 Adanac Dr,20,1.1.2.1./6.3.3.8.,16
140 Adanac Dr,20,1.1.2.1./6.4.3.7.(1),16
140 Adanac Dr,20,2.2.2.1,16
140 Adanac Dr,20,2.2.3.1,16
140 Adanac Dr,20,2.2.3.2,16
675 Kennedy Rd,20,1.1.2.1,29
675 Kennedy Rd,20,2.2.3.3,29
675 Kennedy Rd,20,2.7.1.7,29
675 Kennedy Rd,20,2.8.2.1,29
30 Gordonridge Pl,20,1.1.1.2,11
30 Gordonridge Pl,20,1.1.2.1./6.4.3.7.(1),11
