id,property_address,address_number,address_name,enforcement_proceedings,property_type,property_ward,inspection_thread,inspections_opendate,inspections_closeddate,violation_fire_code,violations_item_number,violation_description
96198,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
96199,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./6.2.7.5.,2,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
96200,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./6.3.2.2.,3,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
96201,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./6.3.3.8.,4,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms)
96202,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./6.3.4.8,5,1.1.2.1./6.3.4.8 Records of Test (Carbon Monoxide Alarms)
96203,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./6.4.3.7.(1),6,1.1.2.1./6.4.3.7.(1) Records of Test (Standpipe - FD Connections)
96204,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./6.5.5.3.,7,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test)
96205,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./6.5.5.5.,8,1.1.2.1./6.5.5.5. Records of Test (Water Supply Pressure Test)
96206,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,1.1.2.1./6.6.3.5.,9,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
96207,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,2.2.2.1,10,2.2.2.1 Damaged fire separations
96208,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,2.2.3.2,11,2.2.3.2 Maintenance of closures
96209,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,2.7.1.7,12,2.7.1.7 Maintenance and lighting for exits
96210,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,2.8.2.1,13,2.8.2.1 Measures in a fire safety plan
96211,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,6.4.3.7,14,6.4.3.7. Fire Department Connections
96212,120 Raglan Ave,120,Raglan,No,High Rise,12,_6f08d888DE08732,2021-11-22 11:37:59,2022-10-19 09:35:30,6.5.6.5 (3),15,6.5.6.5 (3) Spare sprinkler heads
96214,75 Queens Wharf Rd,75,Queens Wharf,No,High Rise,10,_6f08dBF90EAC268,2021-11-25 09:27:59,2022-07-21 08:55:57,6.3.1.4,1,6.3.1.4 Fire Alarm Maintenance
96216,35 Mariner Ter,35,Mariner,No,High Rise,10,_6f08dF97F649EC4,2021-12-21 13:00:21,2022-02-16 11:30:42,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
96217,35 Mariner Ter,35,Mariner,No,High Rise,10,_6f08dF97F649EC4,2021-12-21 13:00:21,2022-02-16 11:30:42,2.2.3.2,2,2.2.3.2 Maintenance of closures
96218,35 Mariner Ter,35,Mariner,No,High Rise,10,_6f08dF97F649EC4,2021-12-21 13:00:21,2022-02-16 11:30:42,2.4.1.1,3,2.4.1.1 Accumulation of combustible materials
96219,38 Niagara St,38,Niagara,No,High Rise,10,_6f08dFA88AF4C1E,2021-11-23 12:30:15,2022-01-28 12:30:49,2.2.3.1,1,2.2.3.1 Damaged closures
96220,38 Niagara St,38,Niagara,No,High Rise,10,_6f08dFA88AF4C1E,2021-11-23 12:30:15,2022-01-28 12:30:49,2.4.1.1,2,2.4.1.1 Accumulation of combustible materials
96221,38 Niagara St,38,Niagara,No,High Rise,10,_6f08dFA88AF4C1E,2021-11-23 12:30:15,2022-01-28 12:30:49,6.5.1.5,3,6.5.1.5 Obstructions
96222,25 Broadway Ave,25,Broadway,No,High Rise,12,_6f09cEBC1B8DB30,2021-11-26 11:08:44,2021-12-09 09:08:30,2.8.2.1,1,2.8.2.1 Measures in a fire safety plan
96232,87 Peter St,87,Peter,No,High Rise,10,_6f0e5E153101E48,2021-11-22 13:37:46,2021-12-01 12:09:22,6.3.1.4,1,6.3.1.4 Fire Alarm Maintenance
96239,155 Antibes Dr,155,Antibes,No,High Rise,6,_6f0e685AFB097D9,2021-11-04 12:30:37,2022-02-16 01:30:29,2.2.3.2,1,2.2.3.2 Maintenance of closures
96240,155 Antibes Dr,155,Antibes,No,High Rise,6,_6f0e685AFB097D9,2021-11-04 12:30:37,2022-02-16 01:30:29,2.8.2.5,2,2.8.2.5 Posting fire emergency procedures
96241,155 Antibes Dr,155,Antibes,No,High Rise,6,_6f0e685AFB097D9,2021-11-04 12:30:37,2022-02-16 01:30:29,6.2.4.3,3,6.2.4.3 Distance above floor
96242,155 Antibes Dr,155,Antibes,No,High Rise,6,_6f0e685AFB097D9,2021-11-04 12:30:37,2022-02-16 01:30:29,CH 470 - S.6,4,CH 470 - S.6
96243,155 Antibes Dr,155,Antibes,No,High Rise,6,_6f0e685AFB097D9,2021-11-04 12:30:37,2022-02-16 01:30:29,CH 470 - S.7,5,CH 470 - S.7
96244,1 De Boers Dr,1,De Boers,No,High Rise,6,_6f0e6A457D5BB23,2021-11-24 15:00:29,2022-02-01 09:30:17,6.3.1.4,1,6.3.1.4 Fire Alarm Maintenance
96252,650 Briar Hill Ave,650,Briar Hill,No,High Rise,8,_6f0e8B71CE52EFD,2021-11-23 12:34:31,2022-02-07 08:26:52,1.1.1.2,1,"1.1.1.2 Check, inspect and test"
96253,2515 Bathurst St,2515,Bathurst,No,High Rise,8,_6f0e8C3041A8DC8,2021-11-22 00:00:18,2021-12-20 00:00:36,CH 470 - S.6,1,CH 470 - S.6
96266,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
96267,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,1.1.2.1./6.2.7.5.,2,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
96268,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,1.1.2.1./6.3.2.2.,3,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
96269,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,1.1.2.1./6.3.3.8.,4,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms)
96270,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,1.1.2.1./6.5.5.3.,5,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test)
96271,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,1.1.2.1./6.5.5.4.,6,1.1.2.1./6.5.5.4. Records of Test (Dry Pipe Trip Test)
96272,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,1.1.2.1./6.6.3.5.,7,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
96273,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,1.1.2.1./6.7.1.1.,8,1.1.2.1./6.7.1.1. Records of Test (Emergency Power Systems)
96274,4 K Spadina Ave,4,Spadina,No,High Rise,10,_6f0ec5EB898E10B,2021-12-07 15:36:09,2022-06-22 16:19:48,6.3.1.4,9,6.3.1.4 Fire Alarm Maintenance
96279,50 Lynn Williams St,50,Lynn Williams,No,High Rise,10,_6f0ec94F95741BB,2021-11-23 13:30:54,2022-01-20 09:32:20,2.2.2.1,1,2.2.2.1 Damaged fire separations
96280,50 Lynn Williams St,50,Lynn Williams,No,High Rise,10,_6f0ec94F95741BB,2021-11-23 13:30:54,2022-01-20 09:32:20,2.2.3.2,2,2.2.3.2 Maintenance of closures
96281,50 Lynn Williams St,50,Lynn Williams,No,High Rise,10,_6f0ec94F95741BB,2021-11-23 13:30:54,2022-01-20 09:32:20,2.4.1.1,3,2.4.1.1 Accumulation of combustible materials
96282,50 Lynn Williams St,50,Lynn Williams,No,High Rise,10,_6f0ec94F95741BB,2021-11-23 13:30:54,2022-01-20 09:32:20,2.8.2.1,4,2.8.2.1 Measures in a fire safety plan
96284,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,1.1.2.1./6.2.7.5.,1,1.1.2.1./6.2.7.5. Records of Test (Fire Extinguishers)
96285,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,1.1.2.1./6.3.2.2.,2,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
96286,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,1.1.2.1./6.3.3.8.,3,1.1.2.1./6.3.3.8. - Records of Test (Smoke Alarms)
96287,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,1.1.2.1./6.5.5.3.,4,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test)
96288,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,1.1.2.1./6.6.3.5.,5,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
96289,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,1.1.2.1./7.3.1.2.,6,1.1.2.1./7.3.1.2. Records of Test (Smoke Control)
96290,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,2.2.3.2,7,2.2.3.2 Maintenance of closures
96291,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,2.2.3.4,8,2.2.3.4 Door in a fire separation
96292,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,2.7.3.1,9,2.7.3.1 Exit signs
96293,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,2.7.3.2 (2),10,2.7.3.2 (2) Exit Signs
96294,38 Grand Magazine St,38,Grand Magazine,No,High Rise,10,_6f0ecACC3736499,2021-12-08 09:31:11,2022-08-15 09:56:12,6.3.1.2,11,6.3.1.2 Monitoring
96298,701 King St W,701,King,No,High Rise,10,_6f0ecFB047B352F,2021-12-01 08:36:13,2022-01-31 15:19:46,1.1.2.1./6.6.3.5.,1,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
96299,701 King St W,701,King,No,High Rise,10,_6f0ecFB047B352F,2021-12-01 08:36:13,2022-01-31 15:19:46,1.1.2.1./7.3.1.2.,2,1.1.2.1./7.3.1.2. Records of Test (Smoke Control)
96300,701 King St W,701,King,No,High Rise,10,_6f0ecFB047B352F,2021-12-01 08:36:13,2022-01-31 15:19:46,2.16.2.1,3,2.16.2.1 Installation requirements
96301,701 King St W,701,King,No,High Rise,10,_6f0ecFB047B352F,2021-12-01 08:36:13,2022-01-31 15:19:46,2.4.1.1,4,2.4.1.1 Accumulation of combustible materials
96302,701 King St W,701,King,No,High Rise,10,_6f0ecFB047B352F,2021-12-01 08:36:13,2022-01-31 15:19:46,2.7.3.1,5,2.7.3.1 Exit signs
96303,701 King St W,701,King,No,High Rise,10,_6f0ecFB047B352F,2021-12-01 08:36:13,2022-01-31 15:19:46,2.8.2.1,6,2.8.2.1 Measures in a fire safety plan
96304,701 King St W,701,King,No,High Rise,10,_6f0ecFB047B352F,2021-12-01 08:36:13,2022-01-31 15:19:46,2.8.2.5 (1),7,2.8.2.5 (1) Posting fire emergency procedures
96305,701 King St W,701,King,No,High Rise,10,_6f0ecFB047B352F,2021-12-01 08:36:13,2022-01-31 15:19:46,6.4.2.1,8,6.4.2.1 Hose stations
96308,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,1.1.2.1./6.3.2.2.,1,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
96309,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,1.1.2.1./6.5.5.3.,2,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test)
96310,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,2.16.2.1,3,2.16.2.1 Installation requirements
96311,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,2.2.2.1,4,2.2.2.1 Damaged fire separations
96312,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,2.2.3.1,5,2.2.3.1 Damaged closures
96313,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,2.2.3.2,6,2.2.3.2 Maintenance of closures
96314,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,2.2.3.4,7,2.2.3.4 Door in a fire separation
96315,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,2.4.1.1,8,2.4.1.1 Accumulation of combustible materials
96316,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,2.4.1.1,9,2.4.1.1 Accumulation of combustible materials
96317,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,2.7.3.1,10,2.7.3.1 Exit signs
96318,519 Dundas St W,519,Dundas,No,High Rise,10,_6f0edD4BDF1DB30,2021-11-30 09:01:21,2022-06-02 09:56:20,6.3.1.2,11,6.3.1.2 Monitoring
96319,81 Navy Wharf Crt,81,Navy Wharf,No,High Rise,10,_6f0edF5F14A6895,2021-11-23 13:33:43,2022-01-12 10:30:28,1.1.2.1./7.3.1.2.,1,1.1.2.1./7.3.1.2. Records of Test (Smoke Control)
96320,81 Navy Wharf Crt,81,Navy Wharf,No,High Rise,10,_6f0edF5F14A6895,2021-11-23 13:33:43,2022-01-12 10:30:28,2.7.1.7,2,2.7.1.7 Maintenance and lighting for exits
96339,1780 Victoria Park Ave,1780,Victoria Park,No,High Rise,16,_6f11a630D421AFD,2021-11-24,2022-02-01,2.2.2.1,1,2.2.2.1 Damaged fire separations
96340,1780 Victoria Park Ave,1780,Victoria Park,No,High Rise,16,_6f11a630D421AFD,2021-11-24,2022-02-01,2.2.3.1,2,2.2.3.1 Damaged closures
96341,1780 Victoria Park Ave,1780,Victoria Park,No,High Rise,16,_6f11a630D421AFD,2021-11-24,2022-02-01,2.2.3.2,3,2.2.3.2 Maintenance of closures
96342,1780 Victoria Park Ave,1780,Victoria Park,No,High Rise,16,_6f11a630D421AFD,2021-11-24,2022-02-01,2.7.3.2 (1),4,2.7.3.2 (1) Exit Signs
96343,1780 Victoria Park Ave,1780,Victoria Park,No,High Rise,16,_6f11a630D421AFD,2021-11-24,2022-02-01,2.8.2.5 (1),5,2.8.2.5 (1) Posting fire emergency procedures
96344,1780 Victoria Park Ave,1780,Victoria Park,No,High Rise,16,_6f11a630D421AFD,2021-11-24,2022-02-01,9.6.3.6,6,9.6.3.6 Exit signs
96346,186 Kingsview Blvd,186,Kingsview,No,High Rise,1,_6f11e21062B89A4,2021-11-24 17:13:02,2022-04-14 14:30:09,1.1.2.1./6.6.3.5.,1,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
96351,60 Montclair Ave,60,Montclair,No,High Rise,12,_6f134B439B5D8BD,2021-11-25 15:33:10,2022-01-05 14:48:41,1.1.2.1./2.7.3.3.(3),1,1.1.2.1./2.7.3.3.(3) Records of Test (Emergency Lighting)
96352,60 Montclair Ave,60,Montclair,No,High Rise,12,_6f134B439B5D8BD,2021-11-25 15:33:10,2022-01-05 14:48:41,1.1.2.1./6.3.2.2.,2,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
96353,60 Montclair Ave,60,Montclair,No,High Rise,12,_6f134B439B5D8BD,2021-11-25 15:33:10,2022-01-05 14:48:41,1.1.2.1./6.3.2.6.,3,1.1.2.1./6.3.2.6. Records of Test (Smoke Alarms)
96354,60 Montclair Ave,60,Montclair,No,High Rise,12,_6f134B439B5D8BD,2021-11-25 15:33:10,2022-01-05 14:48:41,1.1.2.1./6.5.5.3.,4,1.1.2.1./6.5.5.3. Records of Test (Water Flow Test)
96355,60 Montclair Ave,60,Montclair,No,High Rise,12,_6f134B439B5D8BD,2021-11-25 15:33:10,2022-01-05 14:48:41,1.1.2.3./6.4.3.5.,5,1.1.2.3./6.4.3.5. Records of Test (Flow and Pressure Tests)
96365,118 Tyndall Ave,118,Tyndall,No,High Rise,4,_6f1493B4C1F8EDE,2021-12-03 14:45:27,2022-03-15 14:16:09,1.1.2.1./6.4.3.7.(1),1,1.1.2.1./6.4.3.7.(1) Records of Test (Standpipe - FD Connections)
96366,118 Tyndall Ave,118,Tyndall,No,High Rise,4,_6f1493B4C1F8EDE,2021-12-03 14:45:27,2022-03-15 14:16:09,1.1.2.1./6.6.3.5.,2,1.1.2.1./6.6.3.5. Records of Test (Fire Pump)
96367,118 Tyndall Ave,118,Tyndall,No,High Rise,4,_6f1493B4C1F8EDE,2021-12-03 14:45:27,2022-03-15 14:16:09,6.5.1.5 (1),3,6.5.1.5 (1) Obstructions
96372,501 Yonge St,501,Yonge,No,High Rise,13,_6f18cA8BEE5C722,2021-11-29 13:44:21,2021-12-08 11:03:52,6.3.1.4,1,6.3.1.4 Fire Alarm Maintenance
96374,88 Redpath Ave,88,Redpath,No,High Rise,12,_6f18d7BDC59537B,2021-12-01 16:26:46,2021-12-21 14:25:46,6.3.1.4,1,6.3.1.4 Fire Alarm Maintenance
96381,45 Driftwood Ave,45,Driftwood,No,High Rise,7,_6f18e46A9094DEB,2021-11-15 09:50:04,2022-02-02 15:30:49,2.2.3.2,1,2.2.3.2 Maintenance of closures
96382,45 Driftwood Ave,45,Driftwood,No,High Rise,7,_6f18e46A9094DEB,2021-11-15 09:50:04,2022-02-02 15:30:49,2.2.3.3,2,2.2.3.3 Operation of closures
96383,45 Driftwood Ave,45,Driftwood,No,High Rise,7,_6f18e46A9094DEB,2021-11-15 09:50:04,2022-02-02 15:30:49,6.5.3.4,3,6.5.3.4 Sprinkler heads
96387,70 Dunfield Ave,70,Dunfield,No,High Rise,12,_6f18eD2F9F0C79A,2021-11-18 09:52:22,2022-01-07 15:49:08,1.1.2.1,1,1.1.2.1 Records to be prepared
96388,70 Dunfield Ave,70,Dunfield,No,High Rise,12,_6f18eD2F9F0C79A,2021-11-18 09:52:22,2022-01-07 15:49:08,1.1.2.3./6.4.3.2.,2,1.1.2.3./6.4.3.2. Records of Test (Standpipe - Hydrostatic)
96389,70 Dunfield Ave,70,Dunfield,No,High Rise,12,_6f18eD2F9F0C79A,2021-11-18 09:52:22,2022-01-07 15:49:08,1.1.2.3./6.7.1.1.,3,1.1.2.3./6.7.1.1. Records of Test (Emergency Power Systems)
96390,70 Dunfield Ave,70,Dunfield,No,High Rise,12,_6f18eD2F9F0C79A,2021-11-18 09:52:22,2022-01-07 15:49:08,2.2.2.1,4,2.2.2.1 Damaged fire separations
96391,70 Dunfield Ave,70,Dunfield,No,High Rise,12,_6f18eD2F9F0C79A,2021-11-18 09:52:22,2022-01-07 15:49:08,2.4.1.1,5,2.4.1.1 Accumulation of combustible materials
96392,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_6f1902827212816,2021-11-26,2022-04-13,1.1.2.1,1,1.1.2.1 Records to be prepared
96393,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_6f1902827212816,2021-11-26,2022-04-13,2.2.2.1,2,2.2.2.1 Damaged fire separations
96394,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_6f1902827212816,2021-11-26,2022-04-13,2.2.3.2,3,2.2.3.2 Maintenance of closures
96395,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_6f1902827212816,2021-11-26,2022-04-13,2.4.1.1,4,2.4.1.1 Accumulation of combustible materials
96396,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_6f1902827212816,2021-11-26,2022-04-13,2.7.2.2,5,"2.7.2.2 Requirements for locking, latching and fastening devices"
96397,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_6f1902827212816,2021-11-26,2022-04-13,2.7.3.3,6,2.7.3.3 Emergency lighting
96398,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_6f1902827212816,2021-11-26,2022-04-13,3.3.2.6,7,3.3.2.6 Fire access aisles
96399,1200 York Mills Rd,1200,York Mills,No,High Rise,16,_6f1902827212816,2021-11-26,2022-04-13,6.5.1.2,8,"6.5.1.2 Repair, replacement, alterations, inspection, testing and maintenance"
96402,18 The Donway E,18,The Donway,No,High Rise,16,_6f190CAA6D4467D,2021-11-26,2022-02-15 00:15:00,1.1.2.1,1,1.1.2.1 Records to be prepared
96403,18 The Donway E,18,The Donway,No,High Rise,16,_6f190CAA6D4467D,2021-11-26,2022-02-15 00:15:00,2.4.1.1,2,2.4.1.1 Accumulation of combustible materials
96408,166 Carlton St,166,Carlton,No,High Rise,13,_6f1a9111111B793,2021-11-30 13:09:54,2023-05-24 08:58:39,FPPA - S.30,1,S.30 - INSPECTION ORDER
96410,288 Mill Rd,288,Mill,No,High Rise,2,_6f1ab3D02CEFFF8,2021-12-07 15:33:45,2022-01-24 11:50:23,9.6.3.6,1,9.6.3.6 Exit signs
96412,1730 Eglinton Ave E,1730,Eglinton,No,High Rise,16,_6f1ac1C75C60DCA,2021-11-29,2022-01-18,1.1.2.1,1,1.1.2.1 Records to be prepared
96413,1730 Eglinton Ave E,1730,Eglinton,No,High Rise,16,_6f1ac1C75C60DCA,2021-11-29,2022-01-18,2.2.3.2,2,2.2.3.2 Maintenance of closures
96414,1730 Eglinton Ave E,1730,Eglinton,No,High Rise,16,_6f1ac1C75C60DCA,2021-11-29,2022-01-18,2.4.1.1,3,2.4.1.1 Accumulation of combustible materials
96415,1730 Eglinton Ave E,1730,Eglinton,No,High Rise,16,_6f1ac1C75C60DCA,2021-11-29,2022-01-18,2.7.1.7,4,2.7.1.7 Maintenance and lighting for exits
96416,1730 Eglinton Ave E,1730,Eglinton,No,High Rise,16,_6f1ac1C75C60DCA,2021-11-29,2022-01-18,6.3.1.2,5,6.3.1.2 Monitoring
96417,1338 York Mills Rd,1338,York Mills,No,High Rise,16,_6f1acF1AEFE4B17,2021-11-30,2022-03-03,1.1.2.1,1,1.1.2.1 Records to be prepared
96418,1338 York Mills Rd,1338,York Mills,No,High Rise,16,_6f1acF1AEFE4B17,2021-11-30,2022-03-03,2.2.2.1,2,2.2.2.1 Damaged fire separations
96419,1338 York Mills Rd,1338,York Mills,No,High Rise,16,_6f1acF1AEFE4B17,2021-11-30,2022-03-03,2.2.3.1,3,2.2.3.1 Damaged closures
96420,1338 York Mills Rd,1338,York Mills,No,High Rise,16,_6f1acF1AEFE4B17,2021-11-30,2022-03-03,6.3.1.4,4,6.3.1.4 Fire Alarm Maintenance
96429,4750 Jane St,4750,Jane,No,High Rise,7,_6f1d5DC309B14ED,2021-12-02 14:26:30,2022-09-13 12:00:29,1.1.2.1,1,1.1.2.1 Records to be prepared
96431,2677 Kipling Ave,2677,Kipling,No,High Rise,1,_6f1d668D481578A,2021-12-02 10:27:54,2022-11-29 13:22:28,1.1.2.1./6.3.2.2.,1,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
96432,2677 Kipling Ave,2677,Kipling,No,High Rise,1,_6f1d668D481578A,2021-12-02 10:27:54,2022-11-29 13:22:28,6.3.1.2,2,6.3.1.2 Monitoring
96433,1011 Lansdowne Ave,1011,Lansdowne,No,High Rise,9,_6f1d694DC94177B,2021-12-07 12:00:00,2022-02-02 09:00:00,6.3.1.4,1,6.3.1.4 Fire Alarm Maintenance
96434,2667 Kipling Ave,2667,Kipling,No,High Rise,1,_6f1d6B647A9D5DE,2021-12-02 16:11:42,2022-01-25 12:44:06,1.1.2.1./6.3.2.2.,1,1.1.2.1./6.3.2.2. Records of Test (Fire Alarm)
96436,41 Lake Shore Dr,41,Lake Shore,No,High Rise,3,_6f1d803F7506173,2021-11-30 11:49:26,2022-04-01 11:23:35,2.2.3.1,1,2.2.3.1 Damaged closures
96437,100 Parkway Forest Dr,100,Parkway Forest,No,High Rise,17,_6f1da987119D16A,2021-12-02 13:47:00,2022-02-28 16:46:04,2.2.3.2,1,2.2.3.2 Maintenance of closures
96438,40 Asquith Ave,40,Asquith,No,High Rise,11,_6f1db7AAAA25056,2022-01-05 08:46:05,2022-01-27 09:24:58,2.2.3.2,1,2.2.3.2 Maintenance of closures
96439,40 Asquith Ave,40,Asquith,No,High Rise,11,_6f1db7AAAA25056,2022-01-05 08:46:05,2022-01-27 09:24:58,6.3.1.2,2,6.3.1.2 Monitoring
96446,25 Canyon Ave,25,Canyon,No,High Rise,6,_6f1f11804C2E1FC,2022-02-10,2022-03-30,2.2.2.1,1,2.2.2.1 Damaged fire separations
96447,25 Canyon Ave,25,Canyon,No,High Rise,6,_6f1f11804C2E1FC,2022-02-10,2022-03-30,2.2.3.2,2,2.2.3.2 Maintenance of closures
96448,3830 Bathurst St,3830,Bathurst,No,High Rise,6,_6f1f131719B51F5,2022-01-26 14:45:33,2022-03-11 10:30:23,2.2.3.2,1,2.2.3.2 Maintenance of closures
96449,3830 Bathurst St,3830,Bathurst,No,High Rise,6,_6f1f131719B51F5,2022-01-26 14:45:33,2022-03-11 10:30:23,3.3.2.3,2,3.3.2.3 Pile clearance
96450,9 Kingsbridge Crt,9,Kingsbridge,No,High Rise,6,_6f1f144A5C288FF,2021-12-15 13:00:09,2022-06-17 17:00:22,1.1.2.1,1,1.1.2.1 Records to be prepared
